BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;LWOO INDICATIE;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW
01VN;03;Pontem College;NIJMEGEN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0024;Ljvb op VWO/HAVO/VMBO-Alle Lw;36;30;0;0;0;0;0;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;Brugjaar 1-2;J;N.v.t.;N.v.t.;0046;Lj LWOO vb op Alle Lw;35;22;37;7;0;0;0;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0023;Ljvb op VMBO-Alle Lw;32;3;0;0;0;0;0;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0024;Ljvb op VWO/HAVO/VMBO-Alle Lw;0;0;28;5;0;0;0;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;J;Economie;Horeca, bakkerij en recreatie;6555;LWOO BB Horeca, bakkerij en recreatie;0;0;0;0;6;2;4;1;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;J;Economie;Horeca, bakkerij en recreatie;7555;LWOO BB LWT Horeca, bakkerij en recreatie;0;0;0;0;0;0;1;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;J;Techniek;Bouwen, wonen en interieur;6055;LWOO BB Bouwen, wonen en interieur;0;0;0;0;12;0;4;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;J;Techniek;Mobiliteit en transport;6255;LWOO BB Mobiliteit en transport;0;0;0;0;5;0;10;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;J;Techniek;Produceren, installeren en energie;6155;LWOO BB Produceren, installeren en energie;0;0;0;0;6;1;6;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;N;Economie;Horeca, bakkerij en recreatie;6511;VMBO BB Horeca, bakkerij en recreatie;0;0;0;0;0;1;2;1;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;N;Techniek;Mobiliteit en transport;6211;VMBO BB Mobiliteit en transport;0;0;0;0;1;0;0;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;N;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;0;0;5;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO GL lj 3-4;J;Intersect. programma;Dienstverlening en producten;6975;LWOO GL Dienstverlening en producten;0;0;0;0;5;0;1;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO GL lj 3-4;N;Intersect. programma;Dienstverlening en producten;6931;VMBO GL Dienstverlening en producten;0;0;0;0;12;1;8;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO GL lj 3-4;N;Techniek;Technologie Orientatie;3442;VMBO Gemengde Lw Techn Technologie;0;0;0;0;0;0;1;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;J;Economie;Consumptief Breed -ISP;2461;LWOO Kaderbg Lw Ec CB-ISP;0;0;0;0;0;0;1;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;J;Economie;Horeca, bakkerij en recreatie;6565;LWOO KB Horeca, bakkerij en recreatie;0;0;0;0;1;0;6;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;J;Techniek;Bouwen, wonen en interieur;6065;LWOO KB Bouwen, wonen en interieur;0;0;0;0;7;0;2;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;J;Techniek;Metalectro -ISP;2421;LWOO Kaderbg Lw Tech ME-ISP;0;0;0;0;0;0;1;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;J;Techniek;Mobiliteit en transport;6265;LWOO KB Mobiliteit en transport;0;0;0;0;6;0;4;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;J;Techniek;Produceren, installeren en energie;6165;LWOO KB Produceren, installeren en energie;0;0;0;0;8;0;6;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;N;Economie;Consumptief Breed -ISP;2861;VMBO Kaderbg Lw Ec CB-ISP;0;0;0;0;0;0;1;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;N;Economie;Horeca, bakkerij en recreatie;6521;VMBO KB Horeca, bakkerij en recreatie;0;0;0;0;9;3;10;3;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;N;Techniek;Bouwen, wonen en interieur;6021;VMBO KB Bouwen, wonen en interieur;0;0;0;0;4;1;6;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;N;Techniek;Mobiliteit en transport;6221;VMBO KB Mobiliteit en transport;0;0;0;0;7;0;7;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;N;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;9;0;7;0;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO TL lj 3-4;N;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;0;0;0;0;0;0;0;2;0;0;0;0
01VN;04;Canisius College;NIJMEGEN;Gelderland;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;1;0;0;0;0;0
01VN;08;Pontem College;NIJMEGEN;Gelderland;Brugjaar 1-2;J;N.v.t.;N.v.t.;0046;Lj LWOO vb op Alle Lw;27;20;0;0;0;0;0;0;0;0;0;0
01VN;08;Pontem College;NIJMEGEN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0024;Ljvb op VWO/HAVO/VMBO-Alle Lw;81;55;0;0;0;0;0;0;0;0;0;0
01VN;09;Canisius College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;J;Techniek;Grafische Techniek;2516;LWOO Basisbg Lw Grafimedia;0;0;0;0;0;0;1;0;0;0;0;0
01VN;09;Canisius College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;J;Techniek;Media, vormgeving en ICT;6355;LWOO BB Media, vormgeving en ICT;0;0;0;0;6;1;8;1;0;0;0;0
01VN;09;Canisius College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;N;Techniek;Media, vormgeving en ICT;6311;VMBO BB Media, vormgeving en ICT;0;0;0;0;1;1;2;0;0;0;0;0
01VN;09;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;J;Techniek;Media, vormgeving en ICT;6365;LWOO KB Media, vormgeving en ICT;0;0;0;0;6;1;1;0;0;0;0;0
01VN;09;Canisius College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;N;Techniek;Media, vormgeving en ICT;6321;VMBO KB Media, vormgeving en ICT;0;0;0;0;15;1;4;3;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;Brugjaar 1-2;J;N.v.t.;N.v.t.;0046;Lj LWOO vb op Alle Lw;23;16;32;15;0;0;0;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0023;Ljvb op VMBO-Alle Lw;46;48;51;51;0;0;0;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO BL lj 3-4;J;Economie;Economie en ondernemen;6455;LWOO BB Economie en ondernemen;0;0;0;0;0;0;1;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO BL lj 3-4;J;Techniek;Bouwen, wonen en interieur;6055;LWOO BB Bouwen, wonen en interieur;0;0;0;0;0;0;1;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO BL lj 3-4;J;Techniek;Mobiliteit en transport;6255;LWOO BB Mobiliteit en transport;0;0;0;0;0;0;4;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO BL lj 3-4;J;Techniek;Produceren, installeren en energie;6155;LWOO BB Produceren, installeren en energie;0;0;0;0;4;1;2;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO BL lj 3-4;J;Techniek;Produceren, installeren en energie;7155;LWOO BB LWT Produceren, installeren en energie;0;0;0;0;0;0;2;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO BL lj 3-4;J;Zorg & Welzijn;Zorg en welzijn;6655;LWOO BB Zorg en welzijn;0;0;0;0;11;8;1;3;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO BL lj 3-4;J;Zorg & Welzijn;Zorg en welzijn;7655;LWOO BB LWT Zorg en welzijn;0;0;0;0;0;0;1;2;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO BL lj 3-4;N;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;0;0;1;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO BL lj 3-4;N;Techniek;Bouwen, wonen en interieur;6011;VMBO BB Bouwen, wonen en interieur;0;0;0;0;0;0;4;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO BL lj 3-4;N;Techniek;Mobiliteit en transport;6211;VMBO BB Mobiliteit en transport;0;0;0;0;0;0;4;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO BL lj 3-4;N;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;6;0;1;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO BL lj 3-4;N;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;11;5;0;1;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO GL lj 3-4;J;Economie;Economie en ondernemen;6475;LWOO GL Economie en ondernemen;0;0;0;0;0;0;1;2;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO GL lj 3-4;J;Techniek;Bouwen, wonen en interieur;6075;LWOO GL Bouwen, wonen en interieur;0;0;0;0;0;0;2;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO GL lj 3-4;J;Techniek;Produceren, installeren en energie;6175;LWOO GL Produceren, installeren en energie;0;0;0;0;3;0;1;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO GL lj 3-4;J;Zorg & Welzijn;Zorg en welzijn;6675;LWOO GL Zorg en welzijn;0;0;0;0;1;8;1;1;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO GL lj 3-4;N;Economie;Economie en ondernemen;6431;VMBO GL Economie en ondernemen;0;0;0;0;0;0;2;1;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO GL lj 3-4;N;Techniek;Bouwen, wonen en interieur;6031;VMBO GL Bouwen, wonen en interieur;0;0;0;0;0;0;3;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO GL lj 3-4;N;Techniek;Mobiliteit en transport;6231;VMBO GL Mobiliteit en transport;0;0;0;0;0;0;1;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO GL lj 3-4;N;Techniek;Produceren, installeren en energie;6131;VMBO GL Produceren, installeren en energie;0;0;0;0;15;1;4;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO GL lj 3-4;N;Zorg & Welzijn;Zorg en welzijn;6631;VMBO GL Zorg en welzijn;0;0;0;0;8;19;0;12;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO KL lj 3-4;J;Economie;Economie en ondernemen;6465;LWOO KB Economie en ondernemen;0;0;0;0;0;0;1;3;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO KL lj 3-4;J;Techniek;Bouwen, wonen en interieur;6065;LWOO KB Bouwen, wonen en interieur;0;0;0;0;0;0;1;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO KL lj 3-4;J;Techniek;Produceren, installeren en energie;6165;LWOO KB Produceren, installeren en energie;0;0;0;0;6;1;2;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO KL lj 3-4;J;Zorg & Welzijn;Zorg en welzijn;6665;LWOO KB Zorg en welzijn;0;0;0;0;5;7;3;15;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO KL lj 3-4;N;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;0;0;4;4;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO KL lj 3-4;N;Techniek;Bouwen, wonen en interieur;6021;VMBO KB Bouwen, wonen en interieur;0;0;0;0;0;0;4;1;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO KL lj 3-4;N;Techniek;Mobiliteit en transport;6221;VMBO KB Mobiliteit en transport;0;0;0;0;0;0;5;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO KL lj 3-4;N;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;14;2;3;0;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO KL lj 3-4;N;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;12;5;7;13;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO TL lj 3-4;J;N.v.t.;N.v.t.;2210;LWOO MAVO/Theor Lw;0;0;0;0;0;0;1;5;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO TL lj 3-4;N;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;0;0;0;0;12;22;38;40;0;0;0;0
01WM;00;Burg Harmsma SGM;GORREDIJK;Friesland;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;1;0;0;0;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0023;Ljvb op VMBO-Alle Lw;20;12;0;0;0;0;0;0;0;0;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;0024;Ljvb op VWO/HAVO/VMBO-Alle Lw;138;108;132;80;0;0;0;0;0;0;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;0;6;1;14;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;16;7;14;12;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;9;5;13;12;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;4;3;15;2;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;1;1;1;6;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;21;14;0;0;0;0;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;8;10;0;0;0;0;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;37;28;0;0;0;0;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;VMBO TL lj 3-4;N;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;0;0;0;0;34;26;25;25;0;0;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;1;0;0;0;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;1;0;0;0;0;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;0173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;3;1;4;0;1
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;0172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;10;10;10;6;7;4
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;0272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;0;0;1;1;2;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;0171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;2;7;8;4;5;5
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;0271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;1;2;3;3;1;2
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;0170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;1;4;6;3;2;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;0270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;2;6;2;4;5;0
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;1;4;1
01XF;00;Willem Blaeu;ALKMAAR;Noord-Holland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4021;VWO-GYM NW naar VAVO;0;0;0;0;0;0;0;0;0;0;2;1
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;J;Intersect. programma;Dienstverlening en producten;6955;LWOO BB Dienstverlening en producten;0;0;0;0;17;4;17;3;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;J;Techniek;Produceren, installeren en energie;6155;LWOO BB Produceren, installeren en energie;0;0;0;0;6;0;17;1;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;N;Intersect. programma;Dienstverlening en producten;6911;VMBO BB Dienstverlening en producten;0;0;0;0;16;1;11;2;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO BL lj 3-4;N;Techniek;Produceren, installeren en energie;6111;VMBO BB Produceren, installeren en energie;0;0;0;0;8;0;6;0;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Intersect. programma;Dienstverlening en producten;6965;LWOO KB Dienstverlening en producten;0;0;0;0;13;11;13;11;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Intersect. programma;Sport, Dienstverlening en Veiligheid;3332;LWOO Kaderbg Lw SDV;0;0;0;0;0;0;2;0;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Techniek;Grafische Techniek;2416;LWOO Kaderbg Lw Grafimedia;0;0;0;0;0;0;5;1;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Techniek;Produceren, installeren en energie;6165;LWOO KB Produceren, installeren en energie;0;0;0;0;5;0;6;0;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;J;Techniek;Techniek Breed -ISP;3312;LWOO Kaderbg Lw TB-ISP;0;0;0;0;0;0;1;0;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Intersect. programma;Dienstverlening en producten;6921;VMBO KB Dienstverlening en producten;0;0;0;0;30;11;23;16;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Intersect. programma;Sport, Dienstverlening en Veiligheid;3432;VMBO Kaderbg Lw SDV;0;0;0;0;0;0;2;1;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Techniek;Grafische Techniek;2816;VMBO Kaderbg Lw Grafimedia;0;0;0;0;0;0;3;1;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Techniek;Produceren, installeren en energie;6121;VMBO KB Produceren, installeren en energie;0;0;0;0;14;2;15;2;0;0;0;0
01XF;01;Willem Blaeu - Van der Meij;ALKMAAR;Noord-Holland;VMBO KL lj 3-4;N;Techniek;Techniek Breed -ISP;3412;VMBO Kaderbg Lw TB-ISP;0;0;0;0;0;0;1;0;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;0011;Ljvb op HAVO/VMBO-Th/Gm Lw;17;22;0;0;0;0;0;0;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;0015;Ljvb op VWO/HAVO;24;18;0;0;0;0;0;0;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;0016;Ljvb op VWO/HAVO/VMBO-Th/Gm Lw;38;53;0;0;0;0;0;0;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;0017;Ljvb op VWO;20;11;0;0;0;0;0;0;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;14;20;0;0;0;0;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;14;17;0;0;0;0;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;0300;HAVO;0;0;42;38;0;0;0;0;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;0;0;53;36;0;0;0;0;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Cultuur en Maatschappij;0373;HAVO Prf Cul/Maat;0;0;0;0;0;0;2;10;3;7;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;0372;HAVO Prf Ec/Maat;0;0;0;0;0;0;39;43;38;34;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij / Cultuur en Maatschappij;0379;HAVO Prf Ec/Maat & Cul/Maat;0;0;0;0;0;0;0;1;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Natuur en Gezondheid;0371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;8;13;25;27;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek;0370;HAVO Prf Nat/Tech;0;0;0;0;0;0;23;2;15;2;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;0374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;2;2;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;0;1;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;2;4;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0100;VWO-ATHENEUMSTROOM;0;0;0;0;23;19;0;0;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0200;VWO-GYMNASIUMSTROOM;0;0;0;0;8;13;0;0;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;0300;HAVO;0;0;0;0;40;55;0;0;0;0;0;0
01XL;00;Strabrechtcollege;GELDROP;Noord-Brabant;VMBO TL lj 3-4;N;N.v.t.;N.v.t.;0400;MAVO/Theor Lw-VMBO;0;0;0;0;34;57;51;37;0;0;0;0
