BRINNUMMER;INSTELLINGSNAAM_VESTIGING;VESTIGINGSNUMMER;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL_LEERLINGEN;AANTAL_ZITTENBLIJVERS;AANTAL_AFSTROMERS;AANTAL_OPSTROMERS
30EY;Luzac Lyceum Goes;00;GOES;0664;GOES;Zeeland;1;0;0;0
30GC;Het 4e Gymnasium;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;835;52;5;0
30GD;Stedelijk Gymnasium Socrates;00;LEIDEN;0546;LEIDEN;Zuid-Holland;913;31;3;0
30JN;Sint-Vitusmavo;00;NAARDEN;1942;GOOISE MEREN;Noord-Holland;355;32;9;29
30JX;Parkendaal Lyceum;00;APELDOORN;0200;APELDOORN;Gelderland;5;0;0;0
30PP;Eemsdelta College voor vwo, havo mavo en vbo;01;SIDDEBUREN;1952;MIDDEN-GRONINGEN;Groningen;182;18;8;13
30PP;Eemsdelta College voor vwo, havo mavo en vbo;02;APPINGEDAM;0003;APPINGEDAM;Groningen;37;17;0;1
30PP;Eemsdelta College voor vwo, havo mavo en vbo;04;APPINGEDAM;0003;APPINGEDAM;Groningen;956;93;30;9
30PP;Eemsdeltacollege voor vwo, havo mavo en vbo;00;DELFZIJL;0010;DELFZIJL;Groningen;750;91;15;32
30TB;Winford Rotterdam VO;00;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;1;0;0;0
30UB;UniC school voor vwo en havo;00;UTRECHT;0344;UTRECHT;Utrecht;700;26;6;7
30UB;UniC school voor vwo en havo - locatie International School Utrecht;01;UTRECHT;0344;UTRECHT;Utrecht;218;10;0;30
30UV;SvPO Hurdegaryp - Tjalling Koopmans College voor Vwo Havo en Mavo;00;HURDEGARYP;0737;TYTSJERKSTERADIEL;Friesland;333;19;4;150
30WH;Avicenna College voor vwo, havo, mavo en vbo;00;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;412;18;33;13
30WH;Avicenna College voor vwo, havo, mavo en vbo;01;ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;363;13;6;0
30XA;Vecht- College voor mavo havo en vwo;00;BREUKELEN UT;1904;STICHTSE VECHT;Utrecht;2;0;0;0
31BL;De Amsterdamse Mavo & Havo;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;106;7;4;1
31CG;Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo;00;BLEISWIJK;1621;LANSINGERLAND;Zuid-Holland;657;30;20;69
31CG;Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo;01;BLEISWIJK;1621;LANSINGERLAND;Zuid-Holland;543;10;3;17
31CG;Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo;02;BERGSCHENHOEK;1621;LANSINGERLAND;Zuid-Holland;1009;49;66;4
31CG;Melanchthon Christelijke Scholengemeenschap voor gymnasium atheneum havo en vmbo;03;BERKEL EN RODENRIJS;1621;LANSINGERLAND;Zuid-Holland;671;13;25;35
31CH;PENTA College Chr. SGM voor gym ath havo mavo vmbo lwoo, loc. De Oude Maas;01;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;906;42;27;29
31CH;PENTA College Chr. SGM voor gymnasium atheneum havo mavo vmbo lwoo;00;HELLEVOETSLUIS;0530;HELLEVOETSLUIS;Zuid-Holland;1341;75;62;33
31CZ;SvPO Geldermalsen - Ida Gerhardt Academie voor mavo, havo en vwo;00;GELDERMALSEN;1960;WEST BETUWE;Gelderland;148;1;0;75
31EW;'s Gravendreef College voor vbo, mavo en havo;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;754;14;26;42
31EW;'s Gravendreef College voor vbo, mavo en havo;01;LEIDSCHENDAM;1916;LEIDSCHENDAM-VOORBURG;Zuid-Holland;216;6;3;0
31EX;CSG Calvijn Focus Beroepsacademie Barendrecht;01;BARENDRECHT;0489;BARENDRECHT;Zuid-Holland;415;4;0;2
31EX;CSG Calvijn Groene Hart Barendecht voor lwoo,vbo,mavo havo en vwo;00;BARENDRECHT;0489;BARENDRECHT;Zuid-Holland;1576;95;49;45
31FG;Tjalling Koopmans College Amsterdam voor havo en vwo;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;80;0;0;0
31FH;Tjalling Koopmans College Utrecht voor mavo,havo en vwo;00;UTRECHT;0344;UTRECHT;Utrecht;73;0;0;2
31GM;Cornelius Haga Lyceum, Islamitische Scholengemeenschap voor mavo havo en vwo;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;45;2;26;0
