BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO EN LEER- OF VERBLIJFSJAAR;LWOO INDICATIE;VMBO SECTOR;AFDELING;ELEMENTCODE;OPLEIDINGSNAAM;LEER- OF VERBLIJFSJAAR 1 - MAN;LEER- OF VERBLIJFSJAAR 1 - VROUW;LEER- OF VERBLIJFSJAAR 2 - MAN;LEER- OF VERBLIJFSJAAR 2 - VROUW;LEER- OF VERBLIJFSJAAR 3 - MAN;LEER- OF VERBLIJFSJAAR 3 - VROUW;LEER- OF VERBLIJFSJAAR 4 - MAN;LEER- OF VERBLIJFSJAAR 4 - VROUW;LEER- OF VERBLIJFSJAAR 5 - MAN;LEER- OF VERBLIJFSJAAR 5 - VROUW;LEER- OF VERBLIJFSJAAR 6 - MAN;LEER- OF VERBLIJFSJAAR 6 - VROUW
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;15;Ljvb op VWO/HAVO;72;67;0;0;0;0;0;0;0;0;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;100;VWO-ATHENEUMSTROOM;41;43;43;44;0;0;0;0;0;0;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;200;VWO-GYMNASIUMSTROOM;9;19;24;34;0;0;0;0;0;0;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;Brugjaar 1-2;N;N.v.t.;N.v.t.;300;HAVO;0;0;61;51;0;0;0;0;0;0;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Cultuur en Maatschappij;373;HAVO Prf Cul/Maat;0;0;0;0;0;0;1;7;1;10;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;372;HAVO Prf Ec/Maat;0;0;0;0;0;0;38;26;41;45;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Natuur en Gezondheid;371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;6;21;6;12;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek;370;HAVO Prf Nat/Tech;0;0;0;0;0;0;16;3;15;2;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;14;11;6;11;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;8;3;0;0;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;8;7;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;100;VWO-ATHENEUMSTROOM;0;0;0;0;60;52;0;0;0;0;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;200;VWO-GYMNASIUMSTROOM;0;0;0;0;13;14;0;0;0;0;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;300;HAVO;0;0;0;0;81;77;0;0;0;0;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;1;2;1;5;0;8
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;0;1;1;1;1;2
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;20;18;27;24;22;29
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;2;3;11;3;5;2
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;7;21;14;15;3;12
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;1;3;1;3;3;1
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;17;5;6;5;13;4
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;4;1;3;0;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;9;14;17;21;9;23
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;4;10;4;10;9;5
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;2;1;0;0
02SB;0;Lyceum Sancta Maria;HAARLEM;Noord-Holland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;7;10
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;Brugjaar 1-2;J;N.v.t.;N.v.t.;44;Lj LWOO vb op Th/Gm Lw;0;0;0;2;0;0;0;0;0;0;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;11;Ljvb op HAVO/VMBO-Th/Gm Lw;42;39;36;45;0;0;0;0;0;0;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;15;Ljvb op VWO/HAVO;64;56;66;65;0;0;0;0;0;0;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;17;Ljvb op VWO;32;32;27;28;0;0;0;0;0;0;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;HAVO lj 4-5;N;N.v.t.;Cultuur en Maatschappij;373;HAVO Prf Cul/Maat;0;0;0;0;0;0;4;8;0;13;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;372;HAVO Prf Ec/Maat;0;0;0;0;0;0;30;17;26;18;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;HAVO lj 4-5;N;N.v.t.;Natuur en Gezondheid;371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;21;35;15;37;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek;370;HAVO Prf Nat/Tech;0;0;0;0;0;0;24;9;13;0;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;374;HAVO Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;7;4;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;2;4;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;2;5;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;100;VWO-ATHENEUMSTROOM;0;0;0;0;58;62;0;0;0;0;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;300;HAVO;0;0;0;0;62;55;0;0;0;0;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VMBO TL lj 3-4;J;N.v.t.;N.v.t.;2210;LWOO MAVO/Theor Lw;0;0;0;0;0;0;0;2;0;0;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VMBO TL lj 3-4;N;N.v.t.;N.v.t.;400;MAVO/Theor Lw-VMBO;0;0;0;0;21;21;42;32;0;0;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;1;0;0;0;0;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;0;0;12;1;0
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;273;VWO-GYM Prf Cul/Maat;0;0;0;0;0;0;0;0;0;1;0;1
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;11;8;12;10;21;8
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;272;VWO-GYM Prf Ec/Maat;0;0;0;0;0;0;3;1;0;0;0;5
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;18;24;18;24;7;21
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;271;VWO-GYM Prf Nat/Gezond;0;0;0;0;0;0;1;12;0;3;0;4
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;13;12;13;6;9;4
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;270;VWO-GYM Prf Nat/Tech;0;0;0;0;0;0;1;2;6;1;1;2
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;174;VWO-ATH Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;0;11;9
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek / Natuur en Gezondheid;274;VWO-GYM Prf Nat/Tech & Nat/Gezond;0;0;0;0;0;0;0;0;0;1;6;7
02ST;0;Kandinsky College;NIJMEGEN;Gelderland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;1;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;Brugjaar 1-2;J;N.v.t.;N.v.t.;46;Lj LWOO vb op Alle Lw;22;20;20;42;0;0;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;23;Ljvb op VMBO-Alle Lw;5;11;24;30;0;0;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;J;Economie;Economie en ondernemen;6455;LWOO BB Economie en ondernemen;0;0;0;0;8;4;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;J;Economie;Handel en Administratie -ISP;2562;LWOO Basisbg Lw Ec HA-ISP;0;0;0;0;0;0;14;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;J;Zorg & Welzijn;Zorg en Welzijn -ISP;2541;LWOO Basisbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;0;4;18;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;J;Zorg & Welzijn;Zorg en welzijn;6655;LWOO BB Zorg en welzijn;0;0;0;0;4;16;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;J;Zorg & Welzijn;Zorg en welzijn;7655;LWOO BB LWT Zorg en welzijn;0;0;0;0;1;0;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;N;Economie;Economie en ondernemen;6411;VMBO BB Economie en ondernemen;0;0;0;0;3;0;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;N;Economie;Handel en Administratie -ISP;2962;VMBO Basisbg Lw Ec HA-ISP;0;0;0;0;0;0;11;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;N;Zorg & Welzijn;Zorg en Welzijn -ISP;2941;VMBO Basisbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;0;0;4;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO BL lj 3-4;N;Zorg & Welzijn;Zorg en welzijn;6611;VMBO BB Zorg en welzijn;0;0;0;0;3;10;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO GL lj 3-4;J;Intersect. programma;Dienstverlening & Commercie;3373;LWOO Gemengde Lw D & C;0;0;0;0;0;0;1;2;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO GL lj 3-4;J;Intersect. programma;Dienstverlening en producten;6975;LWOO GL Dienstverlening en producten;0;0;0;0;1;4;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO GL lj 3-4;N;Intersect. programma;Dienstverlening & Commercie;3473;VMBO Gemengde Lw D & C;0;0;0;0;0;0;1;8;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO GL lj 3-4;N;Intersect. programma;Dienstverlening en producten;6931;VMBO GL Dienstverlening en producten;0;0;0;0;3;4;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;J;Economie;Economie en ondernemen;6465;LWOO KB Economie en ondernemen;0;0;0;0;1;1;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;J;Economie;Handel en Administratie -ISP;2462;LWOO Kaderbg Lw Ec HA-ISP;0;0;0;0;0;0;2;1;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;J;Zorg & Welzijn;Zorg en Welzijn -ISP;2441;LWOO Kaderbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;0;2;11;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;J;Zorg & Welzijn;Zorg en welzijn;6665;LWOO KB Zorg en welzijn;0;0;0;0;0;9;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;N;Economie;Economie en ondernemen;6421;VMBO KB Economie en ondernemen;0;0;0;0;10;5;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;N;Economie;Handel en Administratie -ISP;2862;VMBO Kaderbg Lw Ec HA-ISP;0;0;0;0;0;0;10;3;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;N;Zorg & Welzijn;Zorg en Welzijn -ISP;2841;VMBO Kaderbg Lw ZrgWlz ZW-ISP;0;0;0;0;0;0;5;16;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO KL lj 3-4;N;Zorg & Welzijn;Zorg en welzijn;6621;VMBO KB Zorg en welzijn;0;0;0;0;5;11;0;0;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;0;0;4;0;0;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO-MBO2 lj 3-6;J;Economie;N.v.t.;4251;Borging exp. VM2 LWOO Basisbg. LW Ec.;0;0;0;0;0;0;0;0;5;5;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO-MBO2 lj 3-6;J;Zorg & Welzijn;N.v.t.;4231;Borging exp. VM2 LWOO Basisbg. LW ZrgWlz;0;0;0;0;0;0;0;0;0;2;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO-MBO2 lj 3-6;N;Economie;N.v.t.;4351;Borging exp. VM2 VMBO Basisbg. LW Ec.;0;0;0;0;0;0;0;0;2;4;0;0
02ST;3;Kandinsky College;NIJMEGEN;Gelderland;VMBO-MBO2 lj 3-6;N;Zorg & Welzijn;N.v.t.;4331;Borging exp. VM2 VMBO Basisbg. LW ZrgWlz;0;0;0;0;0;0;0;0;0;4;0;0
02ST;4;Kandinsky College;MOLENHOEK LB;Limburg;Brugjaar 1-2;J;N.v.t.;N.v.t.;46;Lj LWOO vb op Alle Lw;23;2;32;8;0;0;0;0;0;0;0;0
02ST;4;Kandinsky College;MOLENHOEK LB;Limburg;Brugjaar 1-2;N;N.v.t.;N.v.t.;23;Ljvb op VMBO-Alle Lw;26;10;34;8;0;0;0;0;0;0;0;0
02ST;4;Kandinsky College;MOLENHOEK LB;Limburg;VMBO BL lj 3-4;J;Intersect. programma;Dienstverlening en producten;6955;LWOO BB Dienstverlening en producten;0;0;0;0;5;1;0;0;0;0;0;0
02ST;4;Kandinsky College;MOLENHOEK LB;Limburg;VMBO BL lj 3-4;J;Intersect. programma;Sport, Dienstverlening en Veiligheid;3331;LWOO Basisbg Lw SDV;0;0;0;0;0;0;6;0;0;0;0;0
02ST;4;Kandinsky College;MOLENHOEK LB;Limburg;VMBO KL lj 3-4;J;Intersect. programma;Dienstverlening en producten;6965;LWOO KB Dienstverlening en producten;0;0;0;0;8;2;0;0;0;0;0;0
02ST;4;Kandinsky College;MOLENHOEK LB;Limburg;VMBO KL lj 3-4;J;Intersect. programma;Sport, Dienstverlening en Veiligheid;3332;LWOO Kaderbg Lw SDV;0;0;0;0;0;0;11;6;0;0;0;0
02ST;4;Kandinsky College;MOLENHOEK LB;Limburg;VMBO KL lj 3-4;N;Intersect. programma;Dienstverlening en producten;6921;VMBO KB Dienstverlening en producten;0;0;0;0;21;3;0;0;0;0;0;0
02ST;4;Kandinsky College;MOLENHOEK LB;Limburg;VMBO KL lj 3-4;N;Intersect. programma;Sport, Dienstverlening en Veiligheid;3432;VMBO Kaderbg Lw SDV;0;0;0;0;0;0;15;5;0;0;0;0
02ST;4;Kandinsky College;MOLENHOEK LB;Limburg;VMBO TL lj 3-4;J;N.v.t.;N.v.t.;2210;LWOO MAVO/Theor Lw;0;0;0;0;3;2;2;3;0;0;0;0
02ST;4;Kandinsky College;MOLENHOEK LB;Limburg;VMBO TL lj 3-4;N;N.v.t.;N.v.t.;400;MAVO/Theor Lw-VMBO;0;0;0;0;9;8;14;6;0;0;0;0
02ST;5;Jorismavo;NIJMEGEN;Gelderland;Brugjaar 1-2;J;N.v.t.;N.v.t.;46;Lj LWOO vb op Alle Lw;7;1;13;4;0;0;0;0;0;0;0;0
02ST;5;Jorismavo;NIJMEGEN;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;23;Ljvb op VMBO-Alle Lw;22;7;27;8;0;0;0;0;0;0;0;0
02ST;5;Jorismavo;NIJMEGEN;Gelderland;VMBO TL lj 3-4;J;N.v.t.;N.v.t.;2210;LWOO MAVO/Theor Lw;0;0;0;0;8;3;15;4;0;0;0;0
02ST;5;Jorismavo;NIJMEGEN;Gelderland;VMBO TL lj 3-4;N;N.v.t.;N.v.t.;400;MAVO/Theor Lw-VMBO;0;0;0;0;16;3;17;2;0;0;0;0
02ST;5;Jorismavo;NIJMEGEN;Gelderland;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;1;0;0;0;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;16;Ljvb op VWO/HAVO/VMBO-Th/Gm Lw;99;89;0;0;0;0;0;0;0;0;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;100;VWO-ATHENEUMSTROOM;0;0;53;43;0;0;0;0;0;0;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;300;HAVO;0;0;47;41;0;0;0;0;0;0;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;Brugjaar 1-2;N;N.v.t.;N.v.t.;400;MAVO/Theor Lw-VMBO;0;0;59;58;0;0;0;0;0;0;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;HAVO lj 4-5;N;N.v.t.;Cultuur en Maatschappij;373;HAVO Prf Cul/Maat;0;0;0;0;0;0;0;2;0;0;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;372;HAVO Prf Ec/Maat;0;0;0;0;0;0;9;8;32;21;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;HAVO lj 4-5;N;N.v.t.;Natuur en Gezondheid;371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;6;7;8;7;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;HAVO lj 4-5;N;N.v.t.;Natuur en Techniek;370;HAVO Prf Nat/Tech;0;0;0;0;0;0;2;1;23;6;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4031;HAVO NW naar VAVO;0;0;0;0;0;0;0;0;2;1;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;HAVO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4036;HAVO NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;4;2;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;100;VWO-ATHENEUMSTROOM;0;0;0;0;54;79;0;0;0;0;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;HAVO/VWO lj 3;N;N.v.t.;N.v.t.;300;HAVO;0;0;0;0;71;75;0;0;0;0;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;VMBO TL lj 3-4;N;N.v.t.;N.v.t.;400;MAVO/Theor Lw-VMBO;0;0;0;0;36;32;0;1;0;0;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4040;VMBO-TL naar VAVO;0;0;0;0;0;1;0;0;0;0;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;VMBO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4045;VMBO-TL naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;1;0;0;0;0;0
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;VWO lj 4-6;N;N.v.t.;Cultuur en Maatschappij;173;VWO-ATH Prf Cul/Maat;0;0;0;0;0;0;0;0;0;1;0;3
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;VWO lj 4-6;N;N.v.t.;Economie en Maatschappij;172;VWO-ATH Prf Ec/Maat;0;0;0;0;0;0;1;1;19;26;12;9
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Gezondheid;171;VWO-ATH Prf Nat/Gezond;0;0;0;0;0;0;2;0;10;7;9;7
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;VWO lj 4-6;N;N.v.t.;Natuur en Techniek;170;VWO-ATH Prf Nat/Tech;0;0;0;0;0;0;2;0;15;14;12;13
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4011;VWO-ATH NW naar VAVO;0;0;0;0;0;0;0;0;0;0;1;1
02SY;0;SGM Vwo Dorenweerd Coll;DOORWERTH;Gelderland;VWO uitbest. aan VAVO;N;N.v.t.;N.v.t.;4016;VWO-ATH NW naar VAVO teruggekeerd gezakt;0;0;0;0;0;0;0;0;0;0;5;3
02TC;0;Christiaan Huygens Coll;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;15;Ljvb op VWO/HAVO;43;36;0;0;0;0;0;0;0;0;0;0
02TC;0;Christiaan Huygens Coll;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;17;Ljvb op VWO;36;31;0;0;0;0;0;0;0;0;0;0
02TC;0;Christiaan Huygens Coll;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;100;VWO-ATHENEUMSTROOM;0;0;29;32;0;0;0;0;0;0;0;0
02TC;0;Christiaan Huygens Coll;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;200;VWO-GYMNASIUMSTROOM;0;0;26;21;0;0;0;0;0;0;0;0
02TC;0;Christiaan Huygens Coll;EINDHOVEN;Noord-Brabant;Brugjaar 1-2;N;N.v.t.;N.v.t.;300;HAVO;26;18;40;29;0;0;0;0;0;0;0;0
02TC;0;Christiaan Huygens Coll;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Cultuur en Maatschappij;373;HAVO Prf Cul/Maat;0;0;0;0;0;0;3;9;3;10;0;0
02TC;0;Christiaan Huygens Coll;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Economie en Maatschappij;372;HAVO Prf Ec/Maat;0;0;0;0;0;0;31;8;22;15;0;0
02TC;0;Christiaan Huygens Coll;EINDHOVEN;Noord-Brabant;HAVO lj 4-5;N;N.v.t.;Natuur en Gezondheid;371;HAVO Prf Nat/Gezond;0;0;0;0;0;0;8;5;5;11;0;0
